0 0.879845 2
1 0.000560437 2


0 0.916235 3
1 0.0295331 3
2 -0.00228922 3


0 0.715019 4
1 0.248235 4
2 -0.0108629 4
3 -0.00161141 4


0 0.519533 5
1 0.377439 5
2 0.0663696 5
3 -0.0122225 5
4 -0.00134832 5


0 0.409211 6
1 0.355058 6
2 0.184383 6
3 0.0114556 6
4 -0.0103837 6
5 -0.000817615 6


0 0.336123 7
1 0.303073 7
2 0.2277 7
3 0.0943334 7
4 -0.00491077 7
5 -0.00905227 7
6 -0.000414638 7


0 0.286979 8
1 0.26661 8
2 0.22156 8
3 0.144425 8
4 0.0441729 8
5 -0.0104998 8
6 -0.00701917 8
7 -0.000188306 8


0 0.251833 9
1 0.237373 9
2 0.19963 9
3 0.16205 9
4 0.094078 9
5 0.0161647 9
6 -0.00973017 9
7 -0.00604587 9
8 -6.16829e-05 9


0 0.22327 10
1 0.212713 10
2 0.187112 10
3 0.158522 10
4 0.114856 10
5 0.0588844 10
6 0.00344387 10
7 -0.0094005 10
8 -0.00490506 10
9 3.09216e-05 10


0 0.200548 11
1 0.192756 11
2 0.174357 11
3 0.151304 11
4 0.12201 11
5 0.0839817 11
6 0.0343961 11
7 -0.00296875 11
8 -0.00851213 11
9 -0.00420332 11
10 0.000199105 11


0 0.180083 12
1 0.183043 12
2 0.154008 12
3 0.143447 12
4 0.121673 12
5 0.0976401 12
6 0.0610875 12
7 0.0183151 12
8 -0.00547767 12
9 -0.00767341 12
10 -0.00358856 12
11 0.0003431 12


0 0.166085 13
1 0.164219 13
2 0.150945 13
3 0.130817 13
4 0.119825 13
5 0.0994694 13
6 0.076188 13
7 0.0437887 13
8 0.00790125 13
9 -0.00759105 13
10 -0.00637404 13
11 -0.00301193 13
12 0.000275982 13


0 0.151621 14
1 0.149993 14
2 0.143229 14
3 0.124305 14
4 0.124175 14
5 0.0933614 14
6 0.0826865 14
7 0.0555592 14
8 0.0295898 14
9 0.00274154 14
10 -0.00740629 14
11 -0.00546635 14
12 -0.00293988 14
13 0.000463824 14


